Feha de la Medda,Hora de la Medda,FASE AB,FASE BC,FASE AC,FASE A,FASE B,FASE  C,NEUTRO,POTENA ATVA AB [W],POTENA ATVA B [W],POTENA ATVA  [W],
28/01/2015,21:15:09,408.51,413.44,413.84,0,2.24,0,,,,,0
28/01/2015,21:20:09,408.27,412.85,412.45,0,2.28,0,,,,,0
28/01/2015,21:25:09,408.73,413.2,412.62,0,2.24,0,,,,,0
28/01/2015,21:30:09,408.87,413.75,413.03,0,2.3,0,,,,,0
28/01/2015,21:35:09,409.12,413.14,413.21,0,2.17,0,,,,,0
28/01/2015,21:40:09,408.36,413.11,412.76,0,2.21,0,,,,,0
28/01/2015,21:45:09,409.35,413.97,413.95,0,2.25,0,,,,,0
28/01/2015,21:50:09,410.7,415.16,414.89,0,2.3,0,,,,,0
28/01/2015,21:55:09,405.75,410.56,409.91,0,2.27,0,,,,,0
28/01/2015,22:00:09,406.58,411.36,410.55,0,2.23,0,,,,,0
28/01/2015,22:05:09,407.34,411.84,411.14,0,2.25,0,,,,,0
28/01/2015,22:10:09,407.83,412.23,411.81,0,2.22,0,,,,,0
28/01/2015,22:15:09,407.67,412.1,412.19,0,2.19,0,,,,,0
28/01/2015,22:20:09,407.18,411.27,410.93,0,2.18,0,,,,,0
28/01/2015,22:25:09,407.94,412.02,411.66,0,2.21,0,,,,,0
28/01/2015,22:30:09,408.77,413.24,412.84,0,2.23,0,,,,,0
28/01/2015,22:35:09,408,412.62,411.92,0,2.23,0,,,,,0
28/01/2015,22:40:09,406.99,411.5,410.27,0,2.28,0,,,,,0
28/01/2015,22:45:09,408.38,413.31,412.3,0,2.22,0,,,,,0
28/01/2015,22:50:09,408.19,412.45,411.7,0,2.18,0,,,,,0
28/01/2015,22:55:09,409.04,413.23,412.48,0,2.19,0,,,,,0
28/01/2015,23:00:09,408.74,412.75,412.11,0,2.26,0,,,,,0
28/01/2015,23:05:09,408.76,413.17,413.42,0,2.25,0,,,,,0
28/01/2015,23:10:09,407.48,412.15,411.37,0,2.28,0,,,,,0
28/01/2015,23:15:09,406.82,411.36,410.24,0,2.27,0,,,,,0
28/01/2015,23:20:09,407.32,411.32,410.56,0,2.22,0,,,,,0
28/01/2015,23:25:09,408.44,412.69,412.09,0,2.22,0,,,,,0
28/01/2015,23:30:09,408.74,413.15,412.17,0,2.29,0,,,,,0
28/01/2015,23:35:09,407.26,411.65,410.75,0,2.31,0,,,,,0
28/01/2015,23:40:09,408.09,412.29,411.38,0,2.26,0,,,,,0
28/01/2015,23:45:09,408.49,412.78,411.78,0,2.29,0,,,,,0
28/01/2015,23:50:09,408.45,412.75,411.76,0,2.28,0,,,,,0
28/01/2015,23:55:09,408.78,413.54,412.09,0,2.26,0,,,,,0
29/01/2015,00:00:09,409.58,414.14,413.53,0,2.31,0,,,,,0
29/01/2015,00:05:09,409.3,414,412.91,0,2.31,0,,,,,0
29/01/2015,00:10:09,410.06,414.48,413.82,0,2.23,0,,,,,0
29/01/2015,00:15:09,409.44,413.81,412.4,0,2.3,0,,,,,0
29/01/2015,00:20:09,409.69,414.4,413.36,0,2.33,0,,,,,0
29/01/2015,00:25:09,409.82,414.46,413.38,0,2.33,0,,,,,0
29/01/2015,00:30:09,409.83,414.66,413.13,0,2.27,0,,,,,0
29/01/2015,00:35:09,408.99,413.42,412.15,0,2.27,0,,,,,0
29/01/2015,00:40:09,408.52,412.64,412.57,0,2.27,0,,,,,0
29/01/2015,00:45:09,409.18,413.91,412.87,0,2.31,0,,,,,0
29/01/2015,00:50:09,410.13,414.67,413.2,0,2.34,0,,,,,0
29/01/2015,00:55:09,410.38,415.12,413.98,0,2.33,0,,,,,0
29/01/2015,01:00:09,408.91,413.91,412.84,0,2.27,0,,,,,0
29/01/2015,01:05:09,409.89,414.85,413.7,0,2.25,0,,,,,0
29/01/2015,01:10:09,409.82,414.55,413.26,0,2.33,0,,,,,0
29/01/2015,01:15:09,410.18,415.1,414.72,0,2.31,0,,,,,0
29/01/2015,01:20:09,410.27,415.23,414.08,0,2.39,0,,,,,0
29/01/2015,01:25:09,408.62,413.36,412.02,0,2.33,0,,,,,0
29/01/2015,01:30:09,407.94,412.65,412.11,0,2.31,0,,,,,0
29/01/2015,01:35:09,408.76,413.7,412.65,0,2.24,0,,,,,0
29/01/2015,01:40:09,408.69,413.2,411.88,0,2.23,0,,,,,0
29/01/2015,01:45:09,408.75,413.15,412.93,0,2.26,0,,,,,0
29/01/2015,01:50:09,409.16,413.4,412.31,0,2.33,0,,,,,0
29/01/2015,01:55:09,409.34,413.92,412.8,0,2.29,0,,,,,0
29/01/2015,02:00:09,408.78,413,413.02,0,2.27,0,,,,,0
29/01/2015,02:05:09,409.41,413.93,412.68,0,2.27,0,,,,,0
29/01/2015,02:10:09,409.87,414.38,413.46,0,2.25,0,,,,,0
29/01/2015,02:15:09,409.59,414.08,412.86,0,2.32,0,,,,,0
29/01/2015,02:20:09,409.32,414.36,412.95,0,2.35,0,,,,,0
29/01/2015,02:25:09,409.77,414.34,412.76,0,2.35,0,,,,,0
29/01/2015,02:30:09,401.93,411.17,412.78,0,2.31,0,,,,,0
29/01/2015,02:35:09,409.4,413.54,412.75,0,2.39,0,,,,,0
29/01/2015,02:40:09,409.49,413.93,412.76,0,2.25,0,,,,,0
29/01/2015,02:45:09,410.9,415.48,414.74,0,2.28,0,,,,,0
29/01/2015,02:50:09,409.93,414.92,414,0,2.3,0,,,,,0
29/01/2015,02:55:09,409.31,414.1,413.94,0,2.32,0,,,,,0
29/01/2015,03:00:09,411.15,415.71,414.48,0,2.35,0,,,,,0
29/01/2015,03:05:09,409.76,414.5,413.15,0,2.32,0,,,,,0
29/01/2015,03:10:09,409.48,414.05,413.07,0,2.23,0,,,,,0
29/01/2015,03:15:09,410.26,414.83,413.61,0,2.23,0,,,,,0
29/01/2015,03:20:09,409.26,414.28,412.97,0,2.27,0,,,,,0
29/01/2015,03:25:09,409.85,414.34,413,0,2.36,0,,,,,0
29/01/2015,03:30:09,409.26,414.29,412.87,0,2.37,0,,,,,0
29/01/2015,03:35:09,410.02,414.77,413.39,0,2.33,0,,,,,0
29/01/2015,03:40:09,409.49,413.95,413.23,0,2.29,0,,,,,0
29/01/2015,03:45:09,409.14,413.68,412.45,0,2.26,0,,,,,0
29/01/2015,03:50:09,410.14,414.57,413.37,0,2.31,0,,,,,0
29/01/2015,03:55:09,408.73,413.95,412.19,0,2.39,0,,,,,0
29/01/2015,04:00:09,408.82,414.07,412.56,0,2.35,0,,,,,0
29/01/2015,04:05:09,408.34,413.3,412.85,0,2.39,0,,,,,0
29/01/2015,04:10:09,409.51,414.23,412.4,0,2.36,0,,,,,0
29/01/2015,04:15:09,409.78,413.93,413.25,0,2.28,0,,,,,0
29/01/2015,04:20:09,409.02,413.83,412.34,0,2.27,0,,,,,0
29/01/2015,04:25:09,409.03,413.3,412.54,0,2.27,0,,,,,0
29/01/2015,04:30:09,408.49,413.06,412.23,0,2.36,0,,,,,0
29/01/2015,04:35:09,408.35,413.26,411.67,0,2.31,0,,,,,0
29/01/2015,04:40:09,407.99,412.92,412.04,0,2.36,0,,,,,0
29/01/2015,04:45:09,409.28,413.7,412.9,0,2.33,0,,,,,0
29/01/2015,04:50:09,408.81,413.1,411.9,0,2.3,0,,,,,0
29/01/2015,04:55:09,408.4,412.66,412.08,0,2.29,0,,,,,0
29/01/2015,05:00:09,407.5,412.16,411.07,0,2.32,0,,,,,0
29/01/2015,05:05:09,409.81,414.35,413.13,0,2.37,0,,,,,0
29/01/2015,05:10:09,408.99,413.55,412.6,0,2.35,0,,,,,0
29/01/2015,05:15:09,408.95,413.28,412.52,0,2.34,0,,,,,0
29/01/2015,05:20:09,408.72,413.04,412,0,2.26,0,,,,,0
29/01/2015,05:25:09,407.72,412.07,411.19,0,2.22,0,,,,,0
29/01/2015,05:30:09,407.76,412.3,411.44,0,2.34,0,,,,,0
29/01/2015,05:35:09,408.1,413.05,412.15,0,2.34,0,,,,,0
29/01/2015,05:40:09,407.65,412.28,411.1,0,2.31,0,,,,,0
29/01/2015,05:45:09,406.38,410.27,409.22,0,2.37,0,,,,,0
29/01/2015,05:50:09,407.27,412.39,411.53,0,2.31,0,,,,,0
29/01/2015,05:55:09,405.73,410.11,410.24,0,2.22,0,,,,,0
29/01/2015,06:00:09,408.07,412.13,411.43,0,2.2,0,,,,,0
29/01/2015,06:05:09,407.5,412.04,411.08,0,2.31,0,,,,,0
29/01/2015,06:10:09,409.15,413.35,412.89,0,2.37,0,,,,,0
29/01/2015,06:15:09,407.31,411.97,410.75,0,2.37,0,,,,,0
29/01/2015,06:20:09,408.23,412.23,412.41,0,2.25,0,,,,,0
29/01/2015,06:25:09,406.6,410.45,410.36,0,2.23,0,,,,,0
29/01/2015,06:30:09,408.83,412.39,412.14,0,2.2,0,,,,,0
29/01/2015,06:35:09,406.23,409.76,409.36,0,2.22,0,,,,,0
29/01/2015,06:40:09,407.1,410.76,410.23,0,2.28,0,,,,,0
29/01/2015,06:45:09,406.82,411.18,410.81,0,2.36,0,,,,,0
29/01/2015,06:50:09,407.78,411.85,411.15,0,2.32,0,,,,,0
29/01/2015,06:55:09,407.13,411.52,410.5,0,2.32,0,,,,,0
29/01/2015,07:00:09,405.86,410.43,409.74,0,2.33,0,,,,,0
29/01/2015,07:05:09,406.76,410.82,410.73,0,2.25,0,,,,,0
29/01/2015,07:10:09,406.85,411.45,409.94,0,2.3,0,,,,,0
29/01/2015,07:15:09,406.53,412.23,411.46,0,2.32,0,,,,,0
29/01/2015,07:20:09,407.97,413.31,412.04,0,2.35,0,,,,,0
29/01/2015,07:25:09,407.32,412.62,411.5,0,2.38,0,,,,,0
29/01/2015,07:30:09,407.75,412.68,411.37,0,2.33,0,,,,,0
29/01/2015,07:35:09,406.7,412.03,410.45,0,2.31,0,,,,,0
29/01/2015,07:40:09,407.71,413.21,411.09,0,2.47,0,,,,,0
29/01/2015,07:45:09,407,412.4,410.43,0,2.4,0,,,,,0
29/01/2015,07:50:09,406.05,411.33,410,0,2.31,0,,,,,0
29/01/2015,07:55:09,409.56,415.23,412.46,0,2.61,0,,,,,0
29/01/2015,08:00:09,408.86,414.23,412.65,1.24,2.98,0.97,,,,,809.91
29/01/2015,08:05:09,408.83,413.9,412.99,1.76,3.41,1.54,,,,,1235.34
29/01/2015,08:10:09,411.58,416.1,414.85,2.56,3.98,2.31,,,,,1831.22
29/01/2015,08:15:09,411.06,416.38,414.45,4.43,5.96,4,,,,,3123.79
29/01/2015,08:20:09,411.5,416.34,415.13,5.19,6.66,4.74,,,,,3673.34
29/01/2015,08:25:09,413.11,418.72,417.17,6.84,8.41,6.28,,,,,4843.87
29/01/2015,08:30:09,413.93,418.37,417.08,7.18,8.51,6.63,,,,,5099.14
29/01/2015,08:35:09,416.21,421.27,419.24,7.43,8.81,6.91,,,,,5318.33
29/01/2015,08:40:09,416.48,421.39,419.52,7.62,9.09,7.08,,,,,5467.84
29/01/2015,08:45:09,416.04,420.96,419.7,7.67,9.1,7.12,,,,,5484.04
29/01/2015,08:50:09,414.53,419.62,418.63,7.87,9.15,7.28,,,,,5590.07
29/01/2015,08:55:09,414.83,420.03,419,7.93,9.18,7.35,,,,,5650.61
29/01/2015,09:00:09,414.4,419.2,418.87,8.08,9.31,7.53,,,,,5765.91
29/01/2015,09:05:09,416.3,421.38,419.94,8.24,9.54,7.68,,,,,5894.59
29/01/2015,09:10:09,416.6,421.83,420.97,8.35,9.49,7.77,,,,,5971.77
29/01/2015,09:15:09,416.33,421.27,420.38,8.32,9.54,7.72,,,,,5938.18
29/01/2015,09:20:09,416.6,421.79,420.4,8.52,9.8,7.89,,,,,6063.32
29/01/2015,09:25:09,416.4,421.89,421.46,8.47,9.73,7.87,,,,,6062.64
29/01/2015,09:30:09,416.74,421.64,420.17,8.57,9.82,7.99,,,,,6132.93
29/01/2015,09:35:09,416.17,421.91,420.09,8.75,10.07,8.12,,,,,6241.38
29/01/2015,09:40:09,416.33,421.63,420.12,8.56,9.76,7.98,,,,,6124.52
29/01/2015,09:45:09,416.4,421.52,420.45,8.75,9.83,8.15,,,,,6246.85
29/01/2015,09:50:09,417.26,422.32,420.62,8.67,9.96,8.14,,,,,6245.33
29/01/2015,09:55:09,415.38,420.56,419.79,8.71,9.97,8.1,,,,,6218
29/01/2015,10:00:09,416.42,420.85,419.75,8.85,9.92,8.26,,,,,6322.93
29/01/2015,10:05:09,415.5,420.71,419.31,8.99,10.12,8.29,,,,,6364.84
29/01/2015,10:10:09,415.32,420.67,418.92,8.87,10.16,8.23,,,,,6314.82
29/01/2015,10:15:09,415.92,421.67,419.9,8.84,10.11,8.23,,,,,6311.89
29/01/2015,10:20:09,416.03,421.66,419.97,8.36,9.69,7.77,,,,,5960.81
29/01/2015,10:25:09,414.58,420.3,418.36,8.3,9.59,7.69,,,,,5893.25
29/01/2015,10:30:09,414.48,419.49,418.81,8.27,9.4,7.65,,,,,5872.39
29/01/2015,10:35:09,415.78,420.76,419.81,8.38,9.58,7.8,,,,,5992.06
29/01/2015,10:40:09,416.11,421.03,419.52,8.59,9.66,8.01,,,,,6138.41
29/01/2015,10:45:09,417.32,422.36,420.93,8.85,9.87,8.26,,,,,6340.34
29/01/2015,10:50:09,416.25,421.46,420.16,8.58,9.8,7.96,,,,,6121.25
29/01/2015,10:55:09,415.04,420.49,418.82,8.32,9.4,7.74,,,,,5927.03
29/01/2015,11:00:09,415.28,420.78,419.38,8.4,9.51,7.77,,,,,5963.57
29/01/2015,11:05:09,415.65,421.11,419.53,8.87,10.07,8.24,,,,,6315.08
29/01/2015,11:10:09,416.48,420.99,420.25,9.37,10.26,8.7,,,,,6669.81
29/01/2015,11:15:09,416.23,422.45,420.49,9.13,10.24,8.53,,,,,6521.98
29/01/2015,11:20:09,415.08,420.32,419.42,8.9,9.77,8.28,,,,,6333.15
29/01/2015,11:25:09,415.18,420.86,419.42,9.28,10.42,8.59,,,,,6585.94
29/01/2015,11:30:09,414.43,419.81,418.46,9.15,10.25,8.54,,,,,6501.08
29/01/2015,11:35:09,413.5,418.73,417.12,8.89,10,8.27,,,,,6303.15
29/01/2015,11:40:09,414.68,419.54,417.79,8.88,9.95,8.28,,,,,6314.33
29/01/2015,11:45:09,415.55,420.56,418.68,9.13,10.4,8.49,,,,,6502.81
29/01/2015,11:50:09,415.25,420.1,418.61,8.77,9.76,8.19,,,,,6255.4
29/01/2015,11:55:09,416.09,421.05,419.38,9.13,10.14,8.55,,,,,6529.15
29/01/2015,12:00:09,414.94,419.67,417.42,8.41,9.55,7.83,,,,,5988.39
29/01/2015,12:05:09,415.66,420.74,418.92,8.81,9.79,8.2,,,,,6271.85
29/01/2015,12:10:09,415.46,420.07,418.53,8.7,9.55,8.12,,,,,6203.34
29/01/2015,12:15:09,413.6,417.88,417.02,9.29,9.99,8.74,,,,,6603.73
29/01/2015,12:20:09,417.26,422.31,420.55,9.16,10.25,8.57,,,,,6570.25
29/01/2015,12:25:09,417.82,423.37,421.57,9.44,10.42,8.83,,,,,6776.57
29/01/2015,12:30:09,417.4,422.78,421.41,9.53,10.45,8.95,,,,,6844.6
29/01/2015,12:35:09,417.08,422.39,421.06,9.55,10.56,8.93,,,,,6837.02
29/01/2015,12:40:09,418.7,423.82,422.17,9.41,10.46,8.78,,,,,6756.65
29/01/2015,12:45:09,418.39,423.57,422.26,9.3,10.31,8.72,,,,,6687.26
29/01/2015,12:50:09,418.43,424.03,422.06,9.39,10.58,8.77,,,,,6758.55
29/01/2015,12:55:09,418.67,424.42,422.45,9.41,10.59,8.81,,,,,6774.78
29/01/2015,13:00:09,418.11,423.24,421.49,9.22,10.33,8.65,,,,,6635.03
29/01/2015,13:05:09,418.74,423.4,422.2,9.15,10.29,8.65,,,,,6612.74
29/01/2015,13:10:09,416.7,421.7,420.95,9.15,10.11,8.57,,,,,6563.21
29/01/2015,13:15:09,418.11,422.91,421.94,8.94,10.18,8.54,,,,,6479.25
29/01/2015,13:20:09,418.69,423.38,422.16,8.94,9.91,8.45,,,,,6453.43
29/01/2015,13:25:09,417.3,422.49,420.52,8.64,9.86,8.4,,,,,6304.07
29/01/2015,13:30:09,417.69,422.4,421.31,8.67,9.8,8.34,,,,,6286.06
29/01/2015,13:35:09,417.47,423,421.11,8.63,9.96,8.35,,,,,6275.71
29/01/2015,13:40:09,417.42,422.67,422.11,8.53,9.66,8.3,,,,,6226.99
29/01/2015,13:45:09,418.41,423.44,421.5,8.41,9.78,8.19,,,,,6149.27
29/01/2015,13:50:09,417.96,423.06,421.4,8.43,9.86,8.2,,,,,6165.47
29/01/2015,13:55:09,418.97,423.93,422.66,8.48,9.86,8.34,,,,,6237.4
29/01/2015,14:00:09,418.24,423.8,422.33,8.49,9.92,8.36,,,,,6235.36
29/01/2015,14:05:09,418.36,423.68,421.52,8.33,9.78,8.23,,,,,6127.84
29/01/2015,14:10:09,418.28,423.17,421.17,8.24,9.79,8.19,,,,,6078.27
29/01/2015,14:15:09,418.93,423.75,422.13,8.2,9.57,8.07,,,,,6029.85
29/01/2015,14:20:09,417.48,422.64,421.59,8.27,9.51,8.07,,,,,6044.66
29/01/2015,14:25:09,417.72,422.95,420.89,8.2,9.62,8,,,,,5999.03
29/01/2015,14:30:09,417.59,422.79,421.09,8.03,9.44,7.89,,,,,5883.8
29/01/2015,14:35:09,416.99,422.31,419.92,8.07,9.53,7.84,,,,,5867.78
29/01/2015,14:40:09,418.41,423.65,421.76,7.88,9.49,7.73,,,,,5772.18
29/01/2015,14:45:09,417.3,422.49,420.3,7.74,9.39,7.66,,,,,5679.96
29/01/2015,14:50:09,417.14,422.64,420.75,7.56,9.04,7.48,,,,,5543.01
29/01/2015,14:55:09,417.37,422.73,421.88,7.34,8.78,7.35,,,,,5415.56
29/01/2015,15:00:09,416.54,421.79,419.96,7.65,9.05,7.58,,,,,5601.99
29/01/2015,15:05:09,418.12,423.12,420.53,7.42,8.91,7.35,,,,,5465.29
29/01/2015,15:10:09,417.58,422.82,420.58,7.37,9.03,7.29,,,,,5412.8
29/01/2015,15:15:09,417.44,422.32,420.16,7.21,8.7,7.07,,,,,5276.15
29/01/2015,15:20:09,415.45,420.63,419.63,6.95,8.35,6.82,,,,,5078.21
29/01/2015,15:25:09,416.08,421.06,419.13,6.72,8.08,6.63,,,,,4925.89
29/01/2015,15:30:09,415.47,420.47,418.9,6.25,7.71,6.2,,,,,4588.29
29/01/2015,15:35:09,414.81,420.37,417.97,6.07,7.7,6.05,,,,,4462.39
29/01/2015,15:40:09,415.02,419.96,418.49,5.6,7.01,5.51,,,,,4093.93
29/01/2015,15:45:09,413.9,419.71,418.1,5.44,6.91,5.29,,,,,3960.79
29/01/2015,15:50:09,414.99,419.93,418.12,5.43,6.78,5.25,,,,,3955.38
29/01/2015,15:55:09,415.16,420.43,418.61,5.25,6.68,5.05,,,,,3810.58
29/01/2015,16:00:09,412.73,417.59,416.9,5.09,6.37,4.88,,,,,3677.83
29/01/2015,16:05:09,413.62,419.09,416.91,5.11,6.27,4.64,,,,,3620.79
29/01/2015,16:10:09,412.14,417.39,415.67,4.77,5.91,4.34,,,,,3374.17
29/01/2015,16:15:09,413.09,417.98,416.03,4.42,5.58,4.03,,,,,3142.7
29/01/2015,16:20:09,412.17,416.99,415.62,4.02,5.18,3.62,,,,,2838.42
29/01/2015,16:25:09,411.17,416.48,415.13,3.56,4.73,3.15,,,,,2506.07
29/01/2015,16:30:09,411.74,416.92,415.28,3.73,5.05,3.37,,,,,2643.02
29/01/2015,16:35:09,412.44,417.25,415.85,3.71,4.99,3.33,,,,,2630.31
29/01/2015,16:40:09,413.12,417.99,416.23,3.58,4.84,3.17,,,,,2529.15
29/01/2015,16:45:09,412.83,418.27,416.46,3.51,4.77,3.1,,,,,2474.96
29/01/2015,16:50:09,410.2,415.34,413.7,3.32,4.51,2.93,,,,,2319.19
29/01/2015,16:55:09,409.77,415.2,413.48,3.32,4.58,2.91,,,,,2315.18
29/01/2015,17:00:09,409.16,414.1,414.02,3.26,4.47,2.86,,,,,2263.77
29/01/2015,17:05:09,410.33,415.93,414.13,3.08,4.27,2.7,,,,,2151.02
29/01/2015,17:10:09,409.55,415.33,414.04,2.85,4.21,2.45,,,,,1975.06
29/01/2015,17:15:09,409.61,414.93,413.17,2.58,4,2.22,,,,,1792.04
29/01/2015,17:20:09,408.92,414.31,413.11,2.17,3.59,1.85,,,,,1501.63
29/01/2015,17:25:09,408.5,413.97,412.87,1.85,3.26,1.57,,,,,1274.68
29/01/2015,17:30:09,407.7,413.93,412.45,1.12,2.73,0,,,,,395.51
29/01/2015,17:35:09,408.86,414.54,413.11,1.23,2.87,0,,,,,448.95
29/01/2015,17:40:09,407.45,412.71,412.86,0,2.33,0,,,,,0
29/01/2015,17:45:09,407.62,413.64,413.18,0,2.43,0.99,,,,,211.08
29/01/2015,17:50:09,408.12,413.43,412.5,0,2.24,0,,,,,0
29/01/2015,17:55:09,407.78,413.3,412.43,0,2.31,0,,,,,0
29/01/2015,18:00:09,406.58,412.42,411.44,0,2.37,0,,,,,0
29/01/2015,18:05:09,405.98,411.94,411.17,0,2.36,0,,,,,0
29/01/2015,18:10:09,405.97,412.13,410.79,0,2.34,0,,,,,0
29/01/2015,18:15:09,406.54,412.25,411.6,0,2.28,0,,,,,0
29/01/2015,18:20:09,406.84,412.38,411.53,0,2.28,0,,,,,0
29/01/2015,18:25:09,405.79,411.68,410.94,0,2.33,0,,,,,0
29/01/2015,18:30:09,405.88,411.22,410.3,0,2.36,0,,,,,0
29/01/2015,18:35:09,403.01,408,407.48,0,2.32,0,,,,,0
29/01/2015,18:40:09,405.63,410.44,410.17,0,2.4,0,,,,,0
29/01/2015,18:45:09,405.42,410.53,410.08,0,2.39,0,,,,,0
29/01/2015,18:50:09,405.93,411.1,410.62,0,2.35,0,,,,,0
29/01/2015,18:55:09,405.8,411.04,410.98,0,2.36,0,,,,,0
29/01/2015,19:00:09,406.59,411.41,411.24,0,2.35,0,,,,,0
29/01/2015,19:05:09,407.13,412.02,411.78,0,2.39,0,,,,,0
29/01/2015,19:10:09,407.12,411.91,411.65,0,2.41,0,,,,,0
29/01/2015,19:15:09,406.76,412.07,411.89,0,2.48,0,,,,,0
29/01/2015,19:20:09,407.02,412.31,412.36,0,2.49,0,,,,,0
29/01/2015,19:25:09,407.54,412.48,412.1,0,2.46,0,,,,,0
29/01/2015,19:30:09,407.43,412.47,412.06,0,2.42,0,,,,,0
29/01/2015,19:35:09,405.55,410.49,411.41,0,2.41,0,,,,,0
29/01/2015,19:40:09,405.52,411.1,411.43,0,2.48,0,,,,,0
29/01/2015,19:45:09,406.5,411.51,411.22,0,2.47,0,,,,,0
29/01/2015,19:50:09,406.66,411.64,411.58,0,2.48,0,,,,,0
29/01/2015,19:55:09,406.82,412.36,411.7,0,2.46,0,,,,,0
29/01/2015,20:00:09,405.75,410.64,410.52,0,2.3,0,,,,,0
29/01/2015,20:05:09,405.67,410.32,410.32,0,2.26,0,,,,,0
29/01/2015,20:10:09,406.7,411.55,411.11,0,2.29,0,,,,,0
29/01/2015,20:15:09,406.86,411.68,411.65,0,2.33,0,,,,,0
29/01/2015,20:20:09,405.97,410.49,410.73,0,2.37,0,,,,,0
29/01/2015,20:25:09,407.31,411.93,411.27,0,2.31,0,,,,,0
29/01/2015,20:30:09,407.47,411.96,411.42,0,2.33,0,,,,,0
29/01/2015,20:35:09,408.61,413.22,412.56,0,2.35,0,,,,,0
29/01/2015,20:40:09,407.99,413.1,411.63,0,2.25,0,,,,,0
29/01/2015,20:45:09,406.47,410.99,410.26,0,2.25,0,,,,,0
29/01/2015,20:50:09,406.15,410.62,410.06,0,2.21,0,,,,,0
29/01/2015,20:55:09,407.11,412.3,411.19,0,2.3,0,,,,,0
29/01/2015,21:00:09,405.79,411.09,410.55,0,2.33,0,,,,,0
29/01/2015,21:05:09,406.7,411.51,410.74,0,2.3,0,,,,,0
29/01/2015,21:10:09,406.91,411.55,410.16,0,2.25,0,,,,,0
29/01/2015,21:15:09,407.57,412.03,411.62,0,2.23,0,,,,,0
29/01/2015,21:20:09,407.81,412.29,411.31,0,2.3,0,,,,,0
29/01/2015,21:25:09,408.39,413.12,412.18,0,2.31,0,,,,,0
29/01/2015,21:30:09,408.26,412.86,412.01,0,2.23,0,,,,,0
29/01/2015,21:35:09,409.1,413.99,412.91,0,2.36,0,,,,,0
29/01/2015,21:40:09,409.79,414.46,413.42,0,2.29,0,,,,,0
29/01/2015,21:45:09,410.07,414.53,414.04,0,2.22,0,,,,,0
29/01/2015,21:50:09,410.32,414.85,413.79,0,2.29,0,,,,,0
29/01/2015,21:55:09,409.72,414.17,414.14,0,2.26,0,,,,,0
29/01/2015,22:00:09,409.36,413.73,412.43,0,2.26,0,,,,,0
29/01/2015,22:05:09,409.45,413.93,413.1,0,2.28,0,,,,,0
29/01/2015,22:10:09,409.7,413.7,412.89,0,2.25,0,,,,,0
29/01/2015,22:15:09,408.87,413.46,412.51,0,2.21,0,,,,,0
29/01/2015,22:20:09,406.04,410.29,410,0,2.12,0,,,,,0
29/01/2015,22:25:09,407.37,411.33,410.23,0,2.11,0,,,,,0
29/01/2015,22:30:09,407.81,411.84,410.77,0,2.06,0,,,,,0
29/01/2015,22:35:09,407.48,411.37,410.64,0,2.21,0,,,,,0
29/01/2015,22:40:09,407.77,412.21,410.88,0,2.28,0,,,,,0
29/01/2015,22:45:09,407.24,411.66,411.74,0,2.09,0,,,,,0
29/01/2015,22:50:09,408.48,412.77,411.91,0,2.21,0,,,,,0
29/01/2015,22:55:09,408.78,412.99,411.55,0,2.09,0,,,,,0
29/01/2015,23:00:09,408.78,413.25,411.87,0,2.26,0,,,,,0
29/01/2015,23:05:09,408.79,413.47,412.88,0,2.28,0,,,,,0
29/01/2015,23:10:09,410,414.25,412.91,0,2.27,0,,,,,0
29/01/2015,23:15:09,410.53,414.94,413.91,0,2.29,0,,,,,0
29/01/2015,23:20:09,409.85,414.87,412.9,0,2.32,0,,,,,0
29/01/2015,23:25:09,410.18,414.59,414.04,0,2.22,0,,,,,0
29/01/2015,23:30:09,411.55,415.41,414.3,0,2.26,0,,,,,0
29/01/2015,23:35:09,409.48,414.35,412.53,0,2.29,0,,,,,0
29/01/2015,23:40:09,409.33,414.05,412.75,0,2.34,0,,,,,0
29/01/2015,23:45:09,409.53,414.19,413.68,0,2.3,0,,,,,0
29/01/2015,23:50:09,410.69,415.33,413.56,0,2.32,0,,,,,0
29/01/2015,23:55:09,411.15,415.36,414.24,0,2.28,0,,,,,0
30/01/2015,00:00:09,411,415.39,414.41,0,2.27,0,,,,,0
30/01/2015,00:05:09,408.89,413.45,412.25,0,2.32,0,,,,,0
30/01/2015,00:10:09,409.73,414.01,412.84,0,2.32,0,,,,,0
30/01/2015,00:15:09,410.06,415.14,413.07,0,2.31,0,,,,,0
30/01/2015,00:20:09,409.01,413.3,412.17,0,2.29,0,,,,,0
30/01/2015,00:25:09,408.31,412.84,411.49,0,2.29,0,,,,,0
30/01/2015,00:30:09,408.6,413.14,411.73,0,2.25,0,,,,,0
30/01/2015,00:35:09,409.3,413.58,412.01,0,2.22,0,,,,,0
30/01/2015,00:40:09,408.58,413.52,411.71,0,2.3,0,,,,,0
30/01/2015,00:45:09,408.83,413.16,412.68,0,2.3,0,,,,,0
30/01/2015,00:50:09,409.12,413.86,412.15,0,2.3,0,,,,,0
30/01/2015,00:55:09,409.65,414.9,413.37,0,2.32,0,,,,,0
30/01/2015,01:00:09,409.41,413.78,412.57,0,2.24,0,,,,,0
30/01/2015,01:05:09,409.45,413.97,412.93,0,2.24,0,,,,,0
30/01/2015,01:10:09,408.95,414.03,412.21,0,2.24,0,,,,,0
