Fecha de la Medida,Hora de la Medida,V12_Avg [V],V23_Avg [V],V31_Avg [V],I1_Avg [A],I2_Avg [A],I3_Avg [A],Pt+_Avg [W],Qti+_Avg [VAR],St+_Avg [VA],freq_Avg [Hz],P12+_Avg [W],S12+_Avg [VA],P12/S12 (FP12),P32+_Avg [W],S32+_Avg [VA],P32/S32 (FP32),thdV12_Avg [%],thdV23_Avg [%],thdV31_Avg [%],thdI1_Avg [%],thdI2_Avg [%],thdI3_Avg [%],Eat+_Avg [Wh],COMSUMO CALCULADO,,PD,,DBV1,DBV2,DBV3,DBI1,DBI2,DBI3,FPT,,PST1,PST2,PST3
14/01/2013,11:40:00 p. m.,430.7,431.6,429.3,0,2.42,0.11,0,0,0,59.98,0,0,#¡DIV/0!,0,0,#¡DIV/0!,1.124,1.105,1.143,14.67,25.44,20.02,23628.45,0.00,,10000.00,,0.038711675,0.247754723,0.286466398,100,186.9565217,86.95652174,#¡DIV/0!,,2.5,2.5,2.6
14/01/2013,11:45:00 p. m.,431,431.8,429.4,0,2.413,0.222,0,0,0,60,0,0,#¡DIV/0!,0,0,#¡DIV/0!,1.145,1.118,1.162,14.52,25.68,19.57,23628.45,0.00,,10000.00,,0.061909921,0.247639684,0.309549605,100,174.7248577,74.72485769,#¡DIV/0!,,0.3,0.2,0.2
14/01/2013,11:50:00 p. m.,427.5,428.3,426.1,0,2.341,0.047,0,0,0,60.02,0,0,#¡DIV/0!,0,0,#¡DIV/0!,1.151,1.121,1.162,14.91,26.02,19.73,23628.45,0.00,,10000.00,,0.046805523,0.234027615,0.280833138,100,194.0954774,94.09547739,#¡DIV/0!,,3.2,3.3,3.2
14/01/2013,11:55:00 p. m.,426.5,427.1,424.9,0,2.317,0.019,0,0,0,60.03,0,0,#¡DIV/0!,0,0,#¡DIV/0!,1.171,1.147,1.186,15.01,26.19,19.75,23628.45,0.00,,10000.00,,0.07821666,0.219006648,0.297223309,100,197.5599315,97.55993151,#¡DIV/0!,,4.5,4.7,4.5
15/01/2013,12:00:00 a. m.,427.1,427.8,425.6,0,2.326,0.015,0,0,0,60.07,0,0,#¡DIV/0!,0,0,#¡DIV/0!,1.182,1.171,1.201,15.09,26.09,19.87,23628.45,0.00,,10000.00,,0.062475595,0.226474034,0.288949629,100,198.0777446,98.07774455,#¡DIV/0!,,0.4,0.5,0.5
15/01/2013,12:05:00 a. m.,426.9,427.7,425.5,0,2.338,0.008,0,0,0,60.05,0,0,#¡DIV/0!,0,0,#¡DIV/0!,1.174,1.151,1.187,15.17,25.94,20.09,23628.45,0.00,,10000.00,,0.046871338,0.234356691,0.281228029,100,198.9769821,98.9769821,#¡DIV/0!,,0.4,0.6,0.6
15/01/2013,12:10:00 a. m.,426.7,427.4,425.2,0,2.335,0.027,0,0,0,60,0,0,#¡DIV/0!,0,0,#¡DIV/0!,1.172,1.152,1.177,15.04,26.05,19.85,23628.45,0.00,,10000.00,,0.062534198,0.226686469,0.289220668,100,196.5707028,96.57070279,#¡DIV/0!,,0.4,0.4,0.4
15/01/2013,12:15:00 a. m.,426.7,427.5,425.1,0,2.325,0.042,0,0,0,60.01,0,0,#¡DIV/0!,0,0,#¡DIV/0!,1.189,1.163,1.188,14.91,26.24,19.57,23628.45,0.00,,10000.00,,0.062534198,0.250136794,0.312670992,100,194.6768061,94.67680608,#¡DIV/0!,,0.2,0.2,0.4
15/01/2013,12:20:00 a. m.,427,427.9,425.9,0,2.346,0.036,0,0,0,59.97,0,0,#¡DIV/0!,0,0,#¡DIV/0!,1.181,1.164,1.184,14.93,25.98,19.71,23628.45,0.00,,10000.00,,0.01561524,0.226420987,0.242036227,100,195.465995,95.46599496,#¡DIV/0!,,0.3,0.5,0.7
15/01/2013,12:25:00 a. m.,426.3,427.1,425.1,0,2.33,0.028,0,0,0,59.98,0,0,#¡DIV/0!,0,0,#¡DIV/0!,1.158,1.136,1.168,14.95,26.11,19.75,23628.45,0.00,,10000.00,,0.031286664,0.219006648,0.250293312,100,196.437659,96.43765903,#¡DIV/0!,,0.4,0.4,0
15/01/2013,12:30:00 a. m.,426.5,427.2,425,0,2.338,0.048,0,0,0,59.98,0,0,#¡DIV/0!,0,0,#¡DIV/0!,1.138,1.107,1.144,14.83,26.12,19.63,23628.45,0.00,,10000.00,,0.062563541,0.226792836,0.289356378,100,193.9647946,93.96479464,#¡DIV/0!,,0.5,0.7,0.9
15/01/2013,12:35:00 a. m.,426.7,427.5,425.6,0,2.348,0.02,0,0,0,60.01,0,0,#¡DIV/0!,0,0,#¡DIV/0!,1.146,1.118,1.153,15.1,25.91,19.93,23628.45,0.00,,10000.00,,0.023441163,0.210970464,0.234411627,100,197.4662162,97.46621622,#¡DIV/0!,,0.4,0.4,0.5
15/01/2013,12:40:00 a. m.,426.5,427.2,425.3,0,2.338,0.024,0,0,0,60.01,0,0,#¡DIV/0!,0,0,#¡DIV/0!,1.174,1.158,1.188,14.96,26,19.73,23628.45,0.00,,10000.00,,0.039093041,0.203283815,0.242376857,100,196.9517358,96.95173582,#¡DIV/0!,,0,0,0.3
15/01/2013,12:45:00 a. m.,427.1,427.8,425.6,0,2.351,0.044,0,0,0,60.01,0,0,#¡DIV/0!,0,0,#¡DIV/0!,1.142,1.116,1.147,14.79,26.03,19.54,23628.45,0.00,,10000.00,,0.062475595,0.226474034,0.288949629,100,194.4885177,94.48851775,#¡DIV/0!,,0.4,0.3,0
15/01/2013,12:50:00 a. m.,427.9,428.6,426.6,0,2.371,0.045,0,0,0,60.03,0,0,#¡DIV/0!,0,0,#¡DIV/0!,1.146,1.117,1.152,14.74,25.88,19.57,23628.45,0.00,,10000.00,,0.046761749,0.21042787,0.257189619,100,194.4122517,94.41225166,#¡DIV/0!,,1.4,1.4,1.3
15/01/2013,12:55:00 a. m.,427.8,428.6,426.6,0,2.371,0.018,0,0,0,60.06,0,0,#¡DIV/0!,0,0,#¡DIV/0!,1.136,1.111,1.144,14.99,25.82,19.8,23628.45,0.00,,10000.00,,0.031176929,0.218238504,0.249415433,100,197.73964,97.73964002,#¡DIV/0!,,0.7,0.8,1
15/01/2013,1:00:00 a. m.,428.4,429,427.1,0,2.379,0.038,0,0,0,60.05,0,0,#¡DIV/0!,0,0,#¡DIV/0!,1.153,1.136,1.158,14.86,25.82,19.61,23628.45,0.00,,10000.00,,0.054495913,0.19462826,0.249124173,100,195.2834092,95.28340918,#¡DIV/0!,,0.5,0.4,0.5
15/01/2013,1:05:00 a. m.,427.9,428.5,426.7,0,2.376,0.062,0,0,0,59.99,0,0,#¡DIV/0!,0,0,#¡DIV/0!,1.163,1.143,1.165,14.74,25.87,19.46,23628.45,0.00,,10000.00,,0.046761749,0.187046996,0.233808744,100,192.3707957,92.37079573,#¡DIV/0!,,0.1,0.1,0.1
15/01/2013,1:10:00 a. m.,427.4,428.3,426.1,0,2.369,0.079,0,0,0,59.97,0,0,#¡DIV/0!,0,0,#¡DIV/0!,1.169,1.141,1.174,14.81,26.01,19.48,23628.45,0.00,,10000.00,,0.031206116,0.241847402,0.273053518,100,190.3186275,90.31862745,#¡DIV/0!,,1,0.7,1
15/01/2013,1:15:00 a. m.,427.3,428.3,426.2,0,2.36,0.047,0,0,0,59.99,0.034,0.19,0.178947368,0,0,#¡DIV/0!,1.184,1.154,1.184,14.93,26.11,19.49,23628.45,0.00,,10000.00,,0.007801529,0.241847402,0.249648931,100,194.1420856,94.14208558,#¡DIV/0!,,0.6,0.2,0.5
15/01/2013,1:20:00 a. m.,427.3,428.2,425.9,0,2.367,0.037,0,0,0,59.99,0,0,#¡DIV/0!,0,0,#¡DIV/0!,1.192,1.164,1.191,14.92,26.02,19.6,23628.45,0.00,,10000.00,,0.039019822,0.249726861,0.288746683,100,195.3826955,95.38269551,#¡DIV/0!,,0.1,0.1,0.2
15/01/2013,1:25:00 a. m.,427.9,428.7,426.6,0,2.391,0.029,0,0,0,60,0,0,#¡DIV/0!,0,0,#¡DIV/0!,1.203,1.181,1.207,14.97,25.76,19.75,23628.45,0.00,,10000.00,,0.038965087,0.225997506,0.264962594,100,196.4049587,96.40495868,#¡DIV/0!,,0.6,0.4,0.4
15/01/2013,1:30:00 a. m.,427.9,428.7,426.7,0,2.38,0.046,0,0,0,60.02,0,0,#¡DIV/0!,0,0,#¡DIV/0!,1.2,1.181,1.2,14.78,25.92,19.46,23628.45,0.00,,10000.00,,0.031169641,0.218187485,0.249357126,100,194.3116241,94.31162407,#¡DIV/0!,,0.6,0.5,0.8
15/01/2013,1:35:00 a. m.,427.9,428.7,426.8,0,2.388,0.036,0,0,0,60,0,0,#¡DIV/0!,0,0,#¡DIV/0!,1.189,1.174,1.196,14.83,25.83,19.61,23628.45,0.00,,10000.00,,0.023375409,0.210378682,0.233754091,100,195.5445545,95.54455446,#¡DIV/0!,,0,0,0.2
15/01/2013,1:40:00 a. m.,428.1,429,427.1,0,2.396,0.043,0,0,0,60.02,0,0,#¡DIV/0!,0,0,#¡DIV/0!,1.174,1.161,1.186,14.88,25.77,19.68,23628.45,0.00,,10000.00,,0.007786949,0.218034574,0.225821523,100,194.7109471,94.71094711,#¡DIV/0!,,0.2,0.3,0.4
15/01/2013,1:45:00 a. m.,428,428.9,426.7,0,2.396,0.093,0,0,0,59.99,0,0,#¡DIV/0!,0,0,#¡DIV/0!,1.179,1.156,1.179,14.68,25.91,19.38,23628.45,0.00,,10000.00,,0.031162356,0.241508258,0.272670614,100,188.790679,88.79067899,#¡DIV/0!,,0.1,0.2,0.1
15/01/2013,1:50:00 a. m.,427.9,428.8,426.7,0,2.398,0.145,0,0,0,59.98,0,0,#¡DIV/0!,0,0,#¡DIV/0!,1.188,1.167,1.182,14.47,25.96,19.11,23628.45,0.00,,10000.00,,0.023375409,0.233754091,0.2571295,100,182.8942194,82.89421943,#¡DIV/0!,,0.2,0.2,0.4
15/01/2013,1:55:00 a. m.,428,428.6,426.7,0,2.405,0.084,0,0,0,59.98,0,0,#¡DIV/0!,0,0,#¡DIV/0!,1.185,1.162,1.176,14.66,25.81,19.25,23628.45,0.00,,10000.00,,0.054546871,0.194810255,0.249357126,100,189.875452,89.87545199,#¡DIV/0!,,0,0.3,0
15/01/2013,2:00:00 a. m.,427.8,428.7,426.8,0,2.411,0.054,0,0,0,59.92,0,0,#¡DIV/0!,0,0,#¡DIV/0!,1.215,1.187,1.2,14.84,25.79,19.4,23628.45,0.00,,10000.00,,0.00779241,0.218187485,0.225979896,100,193.4279919,93.42799189,#¡DIV/0!,,0.1,0.1,0.1
15/01/2013,2:05:00 a. m.,428.1,428.9,426.9,0,2.407,0.064,0,0,0,59.96,0,0,#¡DIV/0!,0,0,#¡DIV/0!,1.214,1.188,1.201,14.67,25.84,19.22,23628.45,0.00,,10000.00,,0.031155074,0.218085521,0.249240595,100,192.2298665,92.22986645,#¡DIV/0!,,0.1,0.3,0.2
15/01/2013,2:10:00 a. m.,428.2,429.1,427.2,0,2.411,0.054,0,0,0,59.98,0,0,#¡DIV/0!,0,0,#¡DIV/0!,1.218,1.191,1.209,14.79,25.8,19.32,23628.45,0.00,,10000.00,,0.00778513,0.217983651,0.225768782,100,193.4279919,93.42799189,#¡DIV/0!,,0.4,0.4,0.4
15/01/2013,2:15:00 a. m.,428.3,429.3,427.3,0,2.415,0.046,0,0,0,59.99,0,0,#¡DIV/0!,0,0,#¡DIV/0!,1.215,1.182,1.201,14.8,25.76,19.4,23628.45,0.00,,10000.00,,0,0.233481205,0.233481205,100,194.3925234,94.39252336,#¡DIV/0!,,0.2,0.4,0.4
15/01/2013,2:20:00 a. m.,428.9,429.8,427.8,0,2.415,0.137,0,0,0,60,0,0,#¡DIV/0!,0,0,#¡DIV/0!,1.21,1.178,1.205,14.52,25.88,19,23628.45,0.00,,10000.00,,0.015546055,0.2254178,0.240963855,100,183.8949843,83.89498433,#¡DIV/0!,,0.7,0.7,0.6
15/01/2013,2:25:00 a. m.,429.2,430.2,428,0,2.422,0.148,0,0,0,60,0.035,0.197,0.177664975,0,0,#¡DIV/0!,1.207,1.177,1.199,14.55,25.92,19.01,23628.45,0.00,,10000.00,,0.015535187,0.248562995,0.264098182,100,182.7237354,82.72373541,#¡DIV/0!,,0.9,0.9,0.7
15/01/2013,2:30:00 a. m.,428.6,429.5,427.5,0,2.419,0.102,0,0,0,59.95,0,0,#¡DIV/0!,0,0,#¡DIV/0!,1.2,1.183,1.196,14.64,25.87,19.09,23628.45,0.00,,10000.00,,0.015556938,0.225575607,0.241132545,100,187.8619595,87.86195954,#¡DIV/0!,,0.3,0.3,0.3
15/01/2013,2:35:00 a. m.,428.4,429.3,427.2,0,2.407,0.058,0,0,0,59.99,0,0,#¡DIV/0!,0,0,#¡DIV/0!,1.209,1.187,1.203,14.77,25.95,19.22,23628.45,0.00,,10000.00,,0.02334812,0.233481205,0.256829325,100,192.9411765,92.94117647,#¡DIV/0!,,0.8,0.9,0.8
15/01/2013,2:40:00 a. m.,429.3,430.2,428,0,2.425,0.086,0,0,0,60.02,0,0,#¡DIV/0!,0,0,#¡DIV/0!,1.219,1.196,1.208,14.69,25.9,19.14,23628.45,0.00,,10000.00,,0.031067961,0.240776699,0.27184466,100,189.7252091,89.72520908,#¡DIV/0!,,0.7,0.7,0.5
15/01/2013,2:45:00 a. m.,428.9,430,427.9,0,2.424,0.076,0,0,0,60.01,0,0,#¡DIV/0!,0,0,#¡DIV/0!,1.198,1.177,1.196,14.7,25.83,19.25,23628.45,0.00,,10000.00,,0.007771215,0.248678893,0.240907678,100,190.88,90.88,#¡DIV/0!,,0.5,0.7,0.7
15/01/2013,2:50:00 a. m.,429.2,430,427.9,0,2.431,0.069,0,0,0,60.01,0,0,#¡DIV/0!,0,0,#¡DIV/0!,1.205,1.183,1.201,14.68,25.79,19.24,23628.45,0.00,,10000.00,,0.03884702,0.225312719,0.264159739,100,191.72,91.72,#¡DIV/0!,,0.1,0.2,0.1
15/01/2013,2:55:00 a. m.,429,429.9,427.8,0,2.435,0.063,0,0,0,59.98,0,0,#¡DIV/0!,0,0,#¡DIV/0!,1.204,1.186,1.202,14.59,25.78,19.16,23628.45,0.00,,10000.00,,0.023315458,0.233154581,0.25647004,100,192.4339472,92.43394716,#¡DIV/0!,,0.1,0.1,0.1
15/01/2013,3:00:00 a. m.,429.3,430.2,428.1,0,2.442,0.092,0,0,0,59.99,0,0,#¡DIV/0!,0,0,#¡DIV/0!,1.202,1.185,1.206,14.6,25.69,19.26,23628.45,0.00,,10000.00,,0.023299161,0.232991612,0.256290774,100,189.1081294,89.10812944,#¡DIV/0!,,0.1,0.2,0.2
15/01/2013,3:05:00 a. m.,429.2,429.9,427.9,0,2.433,0.135,0,0,0,59.98,0,0,#¡DIV/0!,0,0,#¡DIV/0!,1.217,1.204,1.213,14.4,25.82,18.98,23628.45,0.00,,10000.00,,0.046620047,0.20979021,0.256410256,100,184.228972,84.22897196,#¡DIV/0!,,0.2,0,0.1
15/01/2013,3:10:00 a. m.,429,429.8,427.8,0,2.428,0.194,0,0,0,59.98,0,0,#¡DIV/0!,0,0,#¡DIV/0!,1.23,1.218,1.227,14.29,25.91,18.85,23628.45,0.00,,10000.00,,0.031089694,0.217627856,0.24871755,100,177.8032037,77.80320366,#¡DIV/0!,,0.3,0.4,0.3
15/01/2013,3:15:00 a. m.,429,430.1,428.1,0,2.44,0.154,0,0,0,59.99,0,0,#¡DIV/0!,0,0,#¡DIV/0!,1.232,1.215,1.237,14.36,25.75,18.99,23628.45,0.00,,10000.00,,0.015537601,0.240832815,0.225295214,100,182.1896685,82.18966847,#¡DIV/0!,,0.2,0.2,0.2
15/01/2013,3:20:00 a. m.,429.3,430.1,428.2,0,2.44,0.103,0,0,0,60,0,0,#¡DIV/0!,0,0,#¡DIV/0!,1.228,1.217,1.235,14.48,25.75,19.02,23628.45,0.00,,10000.00,,0.023299161,0.209692451,0.232991612,100,187.8489972,87.84899725,#¡DIV/0!,,0.3,0.3,0.4
15/01/2013,3:25:00 a. m.,429.6,430.4,428.4,0,2.448,0.143,0,0,0,59.98,0,0,#¡DIV/0!,0,0,#¡DIV/0!,1.233,1.226,1.24,14.4,25.75,19.01,23628.45,0.00,,10000.00,,0.031046259,0.217323812,0.248370071,100,183.4426862,83.44268622,#¡DIV/0!,,0.6,0.3,0.3
15/01/2013,3:30:00 a. m.,428.9,429.8,427.8,0,2.44,0.097,0,0,0,59.99,0,0,#¡DIV/0!,0,0,#¡DIV/0!,1.224,1.216,1.232,14.61,25.71,19.2,23628.45,0.00,,10000.00,,0.015546055,0.2254178,0.240963855,100,188.5297596,88.52975956,#¡DIV/0!,,0.4,0.3,0.4
15/01/2013,3:35:00 a. m.,429.4,430.4,428.3,0,2.445,0.123,0,0,0,60.01,0,0,#¡DIV/0!,0,0,#¡DIV/0!,1.206,1.192,1.206,14.47,25.8,19.06,23628.45,0.00,,10000.00,,0.007763372,0.240664545,0.248427917,100,185.6308411,85.63084112,#¡DIV/0!,,0.2,0,0.1
15/01/2013,3:40:00 a. m.,429.4,430.5,428.4,0,2.442,0.148,0,0,0,60,0,0,#¡DIV/0!,0,0,#¡DIV/0!,1.209,1.183,1.205,14.5,25.84,19.02,23628.45,0.00,,10000.00,,0.007762167,0.24838935,0.240627183,100,182.8571429,82.85714286,#¡DIV/0!,,0.5,0.7,0.6
15/01/2013,3:45:00 a. m.,428.5,429.6,427.6,0,2.433,0.14,0,0,0,59.96,0,0,#¡DIV/0!,0,0,#¡DIV/0!,1.23,1.211,1.225,14.38,25.87,18.96,23628.45,0.00,,10000.00,,0.015555728,0.24111379,0.225558062,100,183.6766421,83.67664205,#¡DIV/0!,,0.9,0.8,0.7
15/01/2013,3:50:00 a. m.,428.4,429.4,427.4,0,2.432,0.166,0,0,0,59.96,0,0,#¡DIV/0!,0,0,#¡DIV/0!,1.23,1.211,1.224,14.35,25.92,18.84,23628.45,0.00,,10000.00,,1.32688E-14,0.233426704,0.233426704,100,180.8314088,80.83140878,#¡DIV/0!,,1,1.1,1
15/01/2013,3:55:00 a. m.,428.9,429.9,427.8,0,2.436,0.121,0,0,0,60,0,0,#¡DIV/0!,0,0,#¡DIV/0!,1.239,1.221,1.234,14.47,25.87,18.96,23628.45,0.00,,10000.00,,0.007772423,0.240945127,0.24871755,100,185.8036762,85.80367618,#¡DIV/0!,,0.4,0.3,0.2
15/01/2013,4:00:00 a. m.,429.3,430.2,428.2,0,2.447,0.116,0,0,0,60.02,0,0,#¡DIV/0!,0,0,#¡DIV/0!,1.227,1.205,1.219,14.51,25.76,19.06,23628.45,0.00,,10000.00,,0.015531568,0.225207735,0.240739303,100,186.4221615,86.42216153,#¡DIV/0!,,0.9,0.8,0.8
15/01/2013,4:05:00 a. m.,429.5,430.2,428.2,0,2.45,0.145,0,0,0,60.01,0,0,#¡DIV/0!,0,0,#¡DIV/0!,1.227,1.205,1.222,14.48,25.79,18.89,23628.45,0.00,,10000.00,,0.046587468,0.209643606,0.256231074,100,183.2369942,83.23699422,#¡DIV/0!,,0.6,0.3,0.4
15/01/2013,4:10:00 a. m.,429.5,430.2,428,0,2.452,0.153,0,0,0,60.01,0,0,#¡DIV/0!,0,0,#¡DIV/0!,1.235,1.201,1.232,14.52,25.8,18.87,23628.45,0.00,,10000.00,,0.062126272,0.225207735,0.287334006,100,182.3800384,82.38003839,#¡DIV/0!,,0.2,0,0.2
15/01/2013,4:15:00 a. m.,430.1,430.9,428.8,0,2.465,0.165,0,0,0,60.03,0,0,#¡DIV/0!,0,0,#¡DIV/0!,1.224,1.195,1.228,14.45,25.71,18.86,23628.45,0.00,,10000.00,,0.0387657,0.224841061,0.263606761,100,181.1787072,81.17870722,#¡DIV/0!,,0.6,0.7,0.6
15/01/2013,4:20:00 a. m.,430.2,430.9,428.9,0,2.465,0.204,0,0,0,60.02,0,0,#¡DIV/0!,0,0,#¡DIV/0!,1.22,1.193,1.228,14.45,25.73,18.77,23628.45,0.00,,10000.00,,0.046511628,0.209302326,0.255813953,100,177.0700637,77.07006369,#¡DIV/0!,,0.7,0.7,0.9
15/01/2013,4:25:00 a. m.,429.3,430.3,428.1,0,2.453,0.203,0,0,0,59.95,0,0,#¡DIV/0!,0,0,#¡DIV/0!,1.23,1.201,1.227,14.39,25.85,18.79,23628.45,0.00,,10000.00,,0.015531568,0.248505087,0.264036655,100,177.0707831,77.07078313,#¡DIV/0!,,0.8,0.6,0.7
15/01/2013,4:30:00 a. m.,428.5,429.5,427.5,0,2.442,0.075,0,0,0,59.97,0,0,#¡DIV/0!,0,0,#¡DIV/0!,1.225,1.198,1.219,14.83,25.77,19.29,23628.45,0.00,,10000.00,,0,0.233372229,0.233372229,100,191.0607867,91.06078665,#¡DIV/0!,,1.7,1.4,1.4
15/01/2013,4:35:00 a. m.,428.2,429.3,427.2,0,2.445,0.031,0,0,0,59.95,0,0,#¡DIV/0!,0,0,#¡DIV/0!,1.256,1.208,1.231,15.23,25.57,20.14,23628.45,0.00,,10000.00,,0.007783918,0.24908539,0.241301471,100,196.2439418,96.24394184,#¡DIV/0!,,1.1,1,0.9
15/01/2013,4:40:00 a. m.,427.8,428.9,427,0,2.442,0.019,0,0,0,59.94,0,0,#¡DIV/0!,0,0,#¡DIV/0!,1.247,1.206,1.228,15.35,25.45,20.43,23628.45,0.00,,10000.00,,0.023369946,0.233699462,0.210329516,100,197.6838683,97.68386835,#¡DIV/0!,,0.7,0.6,0.5
15/01/2013,4:45:00 a. m.,427.9,428.9,427.1,0,2.439,0.008,0,0,0,60.01,0,0,#¡DIV/0!,0,0,#¡DIV/0!,1.247,1.202,1.224,15.55,25.37,20.72,23628.45,0.00,,10000.00,,0.015577537,0.218085521,0.202507983,100,199.0192072,99.01920719,#¡DIV/0!,,0.3,0.4,0.1
15/01/2013,4:50:00 a. m.,427.6,428.7,426.7,0,2.431,0.02,0,0,0,59.99,0,0,#¡DIV/0!,0,0,#¡DIV/0!,1.27,1.227,1.253,15.36,25.52,20.46,23628.45,0.00,,10000.00,,0.015588465,0.2416212,0.226032736,100,197.5520196,97.55201958,#¡DIV/0!,,0.2,0.2,0.3
15/01/2013,4:55:00 a. m.,427.3,428.3,426.5,0,2.422,0.021,0,0,0,59.97,0,0,#¡DIV/0!,0,0,#¡DIV/0!,1.257,1.221,1.243,15.24,25.58,20.34,23628.45,0.00,,10000.00,,0.015599407,0.218391701,0.202792294,100,197.4212034,97.42120344,#¡DIV/0!,,0.6,0.6,0.6
15/01/2013,5:00:00 a. m.,427,428.2,426.2,0,2.421,0.023,0,0,0,59.99,0,0,#¡DIV/0!,0,0,#¡DIV/0!,1.263,1.228,1.252,15.26,25.56,20.43,23628.45,0.00,,10000.00,,0.031215858,0.249726861,0.218511004,100,197.1767594,97.17675941,#¡DIV/0!,,0.6,0.5,0.5
15/01/2013,5:05:00 a. m.,426.9,427.8,425.8,0,2.416,0.025,0,0,0,59.97,0,0,#¡DIV/0!,0,0,#¡DIV/0!,1.248,1.21,1.234,15.33,25.65,20.38,23628.45,0.00,,10000.00,,0.015618899,0.226474034,0.242092932,100,196.9274887,96.92748873,#¡DIV/0!,,0.4,0.5,0.7
15/01/2013,5:10:00 a. m.,427.9,428.7,426.8,0,2.43,0.022,0,0,0,60.02,0,0,#¡DIV/0!,0,0,#¡DIV/0!,1.23,1.196,1.225,15.26,25.53,20.39,23628.45,0.00,,10000.00,,0.023375409,0.210378682,0.233754091,100,197.3083197,97.30831974,#¡DIV/0!,,0.9,0.5,0.6
15/01/2013,5:15:00 a. m.,427.6,428.6,426.5,0,2.438,0.018,0,0,0,59.99,0,0,#¡DIV/0!,0,0,#¡DIV/0!,1.229,1.19,1.225,15.24,25.45,20.42,23628.45,0.00,,10000.00,,0.007796055,0.241677711,0.249473766,100,197.8013029,97.80130293,#¡DIV/0!,,0.7,0.8,0.7
15/01/2013,5:20:00 a. m.,427.6,428.4,426.3,0,2.427,0.03,0,0,0,60.03,0,0,#¡DIV/0!,0,0,#¡DIV/0!,1.178,1.137,1.169,15.21,25.55,20.27,23628.45,0.00,,10000.00,,0.038992435,0.226156126,0.265148561,100,196.3369963,96.33699634,#¡DIV/0!,,0.3,0.3,0.5
15/01/2013,5:25:00 a. m.,427.5,428.2,426.2,0,2.429,0.027,0,0,0,60.02,0,0,#¡DIV/0!,0,0,#¡DIV/0!,1.146,1.102,1.145,15.27,25.49,20.26,23628.45,0.00,,10000.00,,0.046805523,0.210624854,0.257430377,100,196.7019544,96.7019544,#¡DIV/0!,,0.1,0.4,0.3
15/01/2013,5:30:00 a. m.,427.2,427.8,425.8,0,2.431,0.019,0,0,0,60,0,0,#¡DIV/0!,0,0,#¡DIV/0!,1.157,1.124,1.161,15.34,25.4,20.5,23628.45,0.00,,10000.00,,0.062460962,0.202998126,0.265459088,100,197.6734694,97.67346939,#¡DIV/0!,,0.4,0.6,0.5
15/01/2013,5:35:00 a. m.,426.8,427.5,425.4,0,2.409,0.046,0,0,0,60,0,0,#¡DIV/0!,0,0,#¡DIV/0!,1.168,1.143,1.168,15.1,25.63,20.43,23628.45,0.00,,10000.00,,0.05470032,0.218801282,0.273501602,100,194.3788187,94.37881874,#¡DIV/0!,,0.7,0.7,0.8
15/01/2013,5:40:00 a. m.,429,429.9,427.7,0,2.458,0.235,0,0,0,59.99,0,0,#¡DIV/0!,0,0,#¡DIV/0!,1.165,1.14,1.156,14.75,25.49,20.08,23628.45,0.00,,10000.00,,0.031089694,0.240945127,0.27203482,100,173.8210175,73.82101745,#¡DIV/0!,,1.8,2.1,1.9
15/01/2013,5:45:00 a. m.,430.8,431.7,429.5,0,2.509,0.161,0,0,0,59.99,0,0,#¡DIV/0!,0,0,#¡DIV/0!,1.173,1.155,1.163,14.76,25.16,20.17,23628.45,0.00,,10000.00,,0.030959752,0.23993808,0.270897833,100,181.9101124,81.91011236,#¡DIV/0!,,4,4.2,4.1
15/01/2013,5:50:00 a. m.,430.6,431.5,429.2,0,2.503,0.207,0.048,0.483,0.246,59.98,0.038,0.196,0.193877551,0,0,#¡DIV/0!,1.139,1.114,1.123,14.76,25.27,20.12,23628.46,0.00,,9999.75,,0.038720669,0.247812282,0.286532951,100,177.0848708,77.08487085,0.195121951,,1.6,1.6,1.5
15/01/2013,5:55:00 a. m.,431.1,431.8,429.7,0,2.503,0.293,0,0,0,60.05,0,0,#¡DIV/0!,0,0,#¡DIV/0!,1.154,1.133,1.13,14.76,25.25,19.95,23628.46,0.00,,10000.00,,0.054154417,0.21661767,0.270772087,100,168.5622318,68.56223176,#¡DIV/0!,,0.3,0.1,0.2
15/01/2013,6:00:00 a. m.,431.1,432,429.7,0,2.524,0.225,0,0,0,60,0,0,#¡DIV/0!,0,0,#¡DIV/0!,1.155,1.137,1.141,15.02,25.08,20.07,23628.46,0.00,,10000.00,,0.038675743,0.247524752,0.286200495,100,175.4456166,75.44561659,#¡DIV/0!,,0.5,0.5,0.5
15/01/2013,6:05:00 a. m.,430.3,430.8,428.6,0,2.495,0.225,0,0,0,60,0,0,#¡DIV/0!,0,0,#¡DIV/0!,1.2,1.182,1.177,14.98,25.21,20.01,23628.46,0.00,,10000.00,,0.093044894,0.209351012,0.302395906,100,175.1838235,75.18382353,#¡DIV/0!,,0.8,1,1.1
15/01/2013,6:10:00 a. m.,429.2,430,427.7,0,2.479,0.259,0,0,0,59.96,0,0,#¡DIV/0!,0,0,#¡DIV/0!,1.187,1.173,1.175,14.95,25.35,20,23628.46,0.00,,10000.00,,0.054394281,0.240888958,0.295283239,100,171.6216216,71.62162162,#¡DIV/0!,,1.9,2,2
